1616120939518,371,HTTP Request,200,,Thread Group 1-18,text,true,,211,175,131,131,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,369,0,6
1616120939489,400,HTTP Request,200,,Thread Group 1-1,text,true,,211,177,131,131,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,398,0,4
1616120939528,369,HTTP Request,200,,Thread Group 1-25,text,true,,211,176,138,138,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,369,0,3
1616120939538,547,HTTP Request,409,,Thread Group 1-28,text,false,,230,177,202,202,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,547,0,2
1616120939508,578,HTTP Request,409,,Thread Group 1-14,text,false,,230,175,201,201,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,578,0,10
1616120939491,605,HTTP Request,409,,Thread Group 1-5,text,false,,230,176,201,201,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,605,0,1
1616120939495,645,HTTP Request,409,,Thread Group 1-10,text,false,,230,177,201,201,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,645,0,1
1616120939530,610,HTTP Request,409,,Thread Group 1-27,text,false,,230,175,201,201,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,610,0,1
1616120939557,586,HTTP Request,409,,Thread Group 1-29,text,false,,230,176,199,199,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,586,0,1
1616120939529,618,HTTP Request,409,,Thread Group 1-26,text,false,,230,177,198,198,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,618,0,2
1616120939494,654,HTTP Request,409,,Thread Group 1-9,text,false,,230,175,197,197,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,654,0,1
1616120939488,661,HTTP Request,409,,Thread Group 1-2,text,false,,230,176,196,196,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,661,0,4
1616120939490,662,HTTP Request,409,,Thread Group 1-4,text,false,,230,177,195,195,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,662,0,2
1616120939505,649,HTTP Request,409,,Thread Group 1-11,text,false,,230,175,194,194,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,649,0,9
1616120939493,662,HTTP Request,409,,Thread Group 1-8,text,false,,230,176,193,193,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,662,0,0
1616120939520,637,HTTP Request,409,,Thread Group 1-19,text,false,,230,177,192,192,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,637,0,4
1616120939491,668,HTTP Request,409,,Thread Group 1-6,text,false,,230,175,191,191,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,668,0,1
1616120939525,635,HTTP Request,409,,Thread Group 1-24,text,false,,230,176,190,190,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,635,0,3
1616120939524,638,HTTP Request,409,,Thread Group 1-21,text,false,,230,177,189,189,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,638,0,1
1616120939526,639,HTTP Request,409,,Thread Group 1-23,text,false,,230,175,188,188,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,639,0,3
1616120939512,653,HTTP Request,409,,Thread Group 1-17,text,false,,230,176,187,187,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,653,0,9
1616120939507,660,HTTP Request,409,,Thread Group 1-13,text,false,,230,177,186,186,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,660,0,15
1616120939504,666,HTTP Request,409,,Thread Group 1-12,text,false,,230,176,185,185,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,666,0,5
1616120939527,643,HTTP Request,409,,Thread Group 1-22,text,false,,230,175,185,185,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,643,0,3
1616120939510,663,HTTP Request,409,,Thread Group 1-16,text,false,,230,177,183,183,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,662,0,9
1616120939576,604,HTTP Request,409,,Thread Group 1-32,text,false,,230,175,185,185,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,604,0,1
1616120939508,675,HTTP Request,409,,Thread Group 1-15,text,false,,230,176,184,184,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,675,0,10
1616120939643,542,HTTP Request,409,,Thread Group 1-46,text,false,,230,177,183,183,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,542,0,0
1616120939560,630,HTTP Request,409,,Thread Group 1-30,text,false,,230,175,185,185,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,629,0,1
1616120939519,672,HTTP Request,409,,Thread Group 1-20,text,false,,230,176,185,185,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,672,0,5
1616120939645,548,HTTP Request,409,,Thread Group 1-42,text,false,,230,177,186,186,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,548,0,0
1616120939643,556,HTTP Request,409,,Thread Group 1-43,text,false,,230,175,186,186,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,555,0,1
1616120939575,626,HTTP Request,409,,Thread Group 1-33,text,false,,230,176,185,185,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,625,0,1
1616120939644,572,HTTP Request,409,,Thread Group 1-38,text,false,,230,177,189,189,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,572,0,0
1616120939645,614,HTTP Request,409,,Thread Group 1-37,text,false,,230,175,205,205,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,613,0,1
1616120939642,622,HTTP Request,409,,Thread Group 1-44,text,false,,230,176,207,207,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,622,0,1
1616120939492,782,HTTP Request,409,,Thread Group 1-7,text,false,,230,177,208,208,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,782,0,0
1616120939645,649,HTTP Request,409,,Thread Group 1-36,text,false,,230,175,216,216,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,649,0,0
1616120939646,652,HTTP Request,409,,Thread Group 1-35,text,false,,230,176,216,216,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,652,0,0
1616120939646,661,HTTP Request,409,,Thread Group 1-34,text,false,,230,177,224,224,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,661,0,0
1616120939642,685,HTTP Request,409,,Thread Group 1-45,text,false,,230,175,238,238,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,685,0,1
1616120939644,689,HTTP Request,409,,Thread Group 1-40,text,false,,230,176,238,238,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,688,0,1
1616120939642,694,HTTP Request,409,,Thread Group 1-47,text,false,,230,177,242,242,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,694,0,1
1616120939697,645,HTTP Request,409,,Thread Group 1-48,text,false,,230,175,242,242,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,645,0,3
1616120939645,697,HTTP Request,409,,Thread Group 1-39,text,false,,230,176,242,242,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,697,0,1
1616120939697,647,HTTP Request,409,,Thread Group 1-49,text,false,,230,177,240,240,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,647,0,3
1616120939747,603,HTTP Request,409,,Thread Group 1-52,text,false,,230,175,241,241,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,601,0,1
1616120939644,715,HTTP Request,409,,Thread Group 1-41,text,false,,230,176,246,246,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,715,0,0
1616120939747,614,HTTP Request,409,,Thread Group 1-51,text,false,,230,177,245,245,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,614,0,1
1616120939760,604,HTTP Request,409,,Thread Group 1-55,text,false,,230,175,245,245,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,604,0,1
1616120939703,664,HTTP Request,409,,Thread Group 1-50,text,false,,230,176,245,245,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,664,0,0
1616120939760,609,HTTP Request,409,,Thread Group 1-54,text,false,,230,177,244,244,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,609,0,1
1616120939765,611,HTTP Request,409,,Thread Group 1-56,text,false,,230,175,251,251,http://localhost:8080/user/reg/submit/zk/withLock?userName=John&password=123456,611,0,1
1616120939770,609,HTTP Request,409,,Thread Group 1-59,text,false,,230,177,250,250,http://localhost:8080/user/reg/submit/zk/withLock?userName=Daniel&password=123456,608,0,0
1616120939756,624,HTTP Request,409,,Thread Group 1-53,text,false,,230,176,249,249,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,624,0,1
1616120939784,724,HTTP Request,409,,Thread Group 1-70,text,false,,230,176,251,251,http://localhost:8080/user/reg/submit/zk/withLock?userName=Smith&password=123456,724,0,1
